phone,lng,lat,is delivered,created at,updated at,id
015.266.3314 x202,-175.2584,-78.1812,,2018-03-20 18:15:21 UTC,2018-03-20 18:15:21 UTC,4334
1-786-342-6570 x9030,53.9219,31.8607,,2018-03-20 18:15:23 UTC,2018-03-20 18:15:23 UTC,4335
(163) 743-8298 x87886,11.41,-56.2202,true,2018-03-20 18:15:25 UTC,2018-03-20 18:15:25 UTC,4336
1-218-943-9858 x75875,179.1428,-45.1883,true,2018-03-20 18:15:26 UTC,2018-03-20 18:15:26 UTC,4337
1-377-053-1304 x93436,121.4755,82.5455,true,2018-03-20 18:15:30 UTC,2018-03-20 18:15:30 UTC,4338
(014) 936-7464,-64.6919,-24.0828,true,2018-03-20 18:15:31 UTC,2018-03-20 18:15:31 UTC,4339
855.146.4486 x6479,-41.2184,46.293,true,2018-03-20 18:15:32 UTC,2018-03-20 18:15:32 UTC,4340
1-362-236-6222 x27773,-61.6213,-70.956,,2018-03-20 18:15:34 UTC,2018-03-20 18:15:34 UTC,4341
1-968-864-9597,63.3001,26.8176,true,2018-03-20 18:15:35 UTC,2018-03-20 18:15:35 UTC,4342
1-325-309-8277,18.8321,16.8131,,2018-03-20 18:15:37 UTC,2018-03-20 18:15:37 UTC,4343
1-218-377-6447 x2577,-176.7762,60.7455,,2018-03-20 18:15:38 UTC,2018-03-20 18:15:38 UTC,4344
1-579-808-9061,71.3875,54.3837,,2018-03-20 18:15:39 UTC,2018-03-20 18:15:39 UTC,4345
1-640-359-5559 x2438,-132.1558,37.0668,,2018-03-20 18:15:41 UTC,2018-03-20 18:15:41 UTC,4346
915-078-4846 x8780,-142.084,-11.5502,true,2018-03-20 18:15:42 UTC,2018-03-20 18:15:42 UTC,4347
112-564-3997,-35.2471,-20.6699,,2018-03-20 18:15:44 UTC,2018-03-20 18:15:44 UTC,4348
498.145.0555 x986,-10.0833,19.8528,,2018-03-20 18:15:45 UTC,2018-03-20 18:15:45 UTC,4349
535-653-2612 x73220,56.1446,62.0296,true,2018-03-20 18:15:48 UTC,2018-03-20 18:15:48 UTC,4350
(797) 888-8702 x028,42.7625,52.7962,,2018-03-20 18:15:50 UTC,2018-03-20 18:15:50 UTC,4351
879.074.6942 x972,50.3629,-20.5751,true,2018-03-20 18:15:51 UTC,2018-03-20 18:15:51 UTC,4352
1-567-447-8298 x1117,41.332,11.357,,2018-03-20 18:15:53 UTC,2018-03-20 18:15:53 UTC,4353
(988) 609-3723,46.5107,39.4362,,2018-03-20 18:15:54 UTC,2018-03-20 18:15:54 UTC,4354
856.666.5081 x24127,-92.5109,39.3542,,2018-03-20 18:15:56 UTC,2018-03-20 18:15:56 UTC,4355
143.341.9090,100.2419,-10.0812,true,2018-03-20 18:15:57 UTC,2018-03-20 18:15:57 UTC,4356
1-691-309-7118 x58867,46.6361,-33.3539,,2018-03-20 18:15:59 UTC,2018-03-20 18:15:59 UTC,4357
(404) 037-4499 x92735,73.886,41.4103,,2018-03-20 18:16:00 UTC,2018-03-20 18:16:00 UTC,4358
914-356-1540 x97251,176.2486,64.3246,,2018-03-20 18:16:02 UTC,2018-03-20 18:16:02 UTC,4359
207.576.3335,95.3851,23.846,true,2018-03-20 18:16:03 UTC,2018-03-20 18:16:03 UTC,4360
340.018.8906,-171.7737,42.7116,,2018-03-20 18:16:07 UTC,2018-03-20 18:16:07 UTC,4361
1-696-666-2374,108.1045,-6.1151,true,2018-03-20 18:16:08 UTC,2018-03-20 18:16:08 UTC,4362
(419) 309-9894 x14503,155.363,-60.498,,2018-03-20 18:16:10 UTC,2018-03-20 18:16:10 UTC,4363
600.541.8264 x2527,-161.956,64.6418,,2018-03-20 18:16:11 UTC,2018-03-20 18:16:11 UTC,4364
